District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Karaikal,'8.8',Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,0,0,0,11,11,0,1,10,68,68,0,8,60,45,45,0,7,38,39,39,0,4,35,21,21,0,4,17,17,17,0,2,15,11,11,0,1,10,7,7,0,0,7,17,17,0,5,12,11,11,0,4,7,247,247,0,36,211
Karaikal,'8.9',Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,5,0,2,3,0,0,0,0,0,5,5,0,1,4,25,25,0,3,22,20,20,0,4,16,6,6,0,2,4,8,8,0,4,4,22,22,0,2,20,9,9,0,1,8,101,101,0,19,82
Karaikal,'8.10',Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,1,1,0,1,0,0,0,0,0,0,3,3,0,1,2,20,20,0,5,15,3,3,0,2,1,30,30,0,10,20
Karaikal,'8.11',Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,4,0,0,0,0,0,5,5,0,1,4,10,10,0,1,9,3,3,0,1,2,25,25,0,5,20
Karaikal,'8.12',Number of Combined Oral Pill cycles distributed,TOTAL,263,263,0,67,196,285,285,0,71,214,275,275,0,67,208,268,268,0,83,185,243,243,0,63,180,253,253,0,49,204,269,269,0,64,205,246,246,0,50,196,221,221,0,39,182,290,290,0,81,209,290,290,0,86,204,249,249,0,49,200,3152,3152,0,769,2383
Karaikal,'8.13',Number of Condom pieces distributed,TOTAL,9707,9707,0,2690,7017,11439,11439,0,2585,8854,11792,11792,0,2990,8802,11045,11045,0,2880,8165,12369,12369,0,2805,9564,11319,11319,0,2950,8369,9782,9782,0,2252,7530,9959,9959,0,2470,7489,12666,12666,0,5955,6711,10166,10166,0,3320,6846,9329,9329,0,2550,6779,8904,8904,0,1869,7035,128477,128477,0,35316,93161
Karaikal,'8.14',Number of Centchroman (weekly) pill strips distributed,TOTAL,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,2,1,1,0,0,1,9,9,0,2,7,10,10,0,0,10,10,10,0,0,10,16,16,0,0,16,12,12,0,2,10,14,14,0,2,12,580,580,0,570,10,656,656,0,576,80
Karaikal,'8.15',Number of Emergency Contraceptive Pills (ECP) given,TOTAL,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,11,4,45,25,20,34,11,19,19,0,12,7,81,61,20,57,24
Karaikal,'8.16',Number of Pregnancy Test Kits (PTK) used,TOTAL,190,190,0,14,176,191,190,1,32,159,191,191,0,20,171,358,358,0,98,260,401,401,0,119,282,663,663,0,161,502,692,692,0,157,535,687,687,0,96,591,453,453,0,129,324,376,376,0,92,284,287,287,0,93,194,153,153,0,27,126,4642,4641,1,1038,3604
Karaikal,'8.17.1',Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'8.17.2',Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'8.17.3',Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'8.17.4',Failures following female sterilization,TOTAL,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4
Karaikal,'8.17.5',Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'8.17.6',Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.1',Child immunisation - Vitamin K1 (Birth Dose),TOTAL,268,158,110,110,158,353,189,164,164,189,315,184,131,131,184,288,170,118,118,170,237,136,101,101,136,306,186,120,120,186,335,201,134,134,201,322,196,126,126,196,263,166,97,97,166,211,122,89,89,122,194,104,90,90,104,225,134,91,91,134,3317,1946,1371,1371,1946
Karaikal,'9.1.2',Child immunisation - BCG,TOTAL,269,159,110,110,159,353,189,164,164,189,317,184,133,133,184,300,174,126,126,174,245,136,109,109,136,296,176,120,120,176,312,197,115,115,197,337,211,126,126,211,252,155,97,97,155,223,134,89,89,134,190,100,90,90,100,219,128,91,91,128,3313,1943,1370,1370,1943
Karaikal,'9.1.3',Child immunisation - DPT1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.4',Child immunisation - DPT2,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.5',Child immunisation - DPT3,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.6',Child immunisation - Pentavalent 1,TOTAL,122,122,0,40,82,178,178,0,66,112,220,220,0,69,151,231,231,0,68,163,232,232,0,72,160,231,231,0,77,154,213,213,0,65,148,221,221,0,88,133,222,222,0,70,152,253,253,0,81,172,159,159,0,57,102,119,119,0,33,86,2401,2401,0,786,1615
Karaikal,'9.1.7',Child immunisation - Pentavalent 2,TOTAL,101,101,0,34,67,151,151,0,52,99,211,211,0,75,136,195,195,0,67,128,202,202,0,60,142,242,242,0,87,155,221,221,0,81,140,182,182,0,58,124,216,216,0,86,130,262,262,0,104,158,214,214,0,71,143,147,147,0,40,107,2344,2344,0,815,1529
Karaikal,'9.1.8',Child immunisation - Pentavalent 3,TOTAL,123,123,0,43,80,150,150,0,43,107,161,161,0,50,111,197,197,0,70,127,164,164,0,54,110,194,194,0,57,137,254,254,0,86,168,192,192,0,66,126,162,162,0,52,110,239,239,0,96,143,210,210,0,82,128,179,179,0,54,125,2225,2225,0,753,1472
Karaikal,'9.1.9',Child immunisation - OPV 0 (Birth Dose),TOTAL,269,159,110,110,159,353,189,164,164,189,317,184,133,133,184,300,174,126,126,174,245,136,109,109,136,296,176,120,120,176,331,197,134,134,197,328,202,126,126,202,253,156,97,97,156,213,124,89,89,124,190,100,90,90,100,219,128,91,91,128,3314,1925,1389,1389,1925
Karaikal,'9.1.10',Child immunisation - OPV1,TOTAL,130,130,0,50,80,178,178,0,66,112,220,220,0,69,151,231,231,0,68,163,232,232,0,72,160,231,231,0,77,154,213,213,0,65,148,221,221,0,88,133,222,222,0,70,152,253,253,0,81,172,159,159,0,57,102,119,119,0,33,86,2409,2409,0,796,1613
Karaikal,'9.1.11',Child immunisation - OPV2,TOTAL,100,100,0,34,66,151,151,0,52,99,211,211,0,75,136,195,195,0,67,128,202,202,0,60,142,242,242,0,87,155,221,221,0,81,140,182,182,0,58,124,216,216,0,86,130,262,262,0,104,158,214,214,0,71,143,147,147,0,40,107,2343,2343,0,815,1528
Karaikal,'9.1.12',Child immunisation - OPV3,TOTAL,126,126,0,43,83,150,150,0,43,107,161,161,0,50,111,197,197,0,70,127,161,161,0,54,107,194,194,0,57,137,253,253,0,86,167,192,192,0,66,126,162,162,0,52,110,239,239,0,96,143,210,210,0,82,128,179,179,0,54,125,2224,2224,0,753,1471
Karaikal,'9.1.13',Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,269,159,110,110,159,353,189,164,164,189,317,184,133,133,184,296,170,126,126,170,245,136,109,109,136,296,176,120,120,176,331,197,134,134,197,328,202,126,126,202,252,155,97,97,155,213,124,89,89,124,190,100,90,90,100,219,128,91,91,128,3309,1920,1389,1389,1920
Karaikal,'9.1.14',Child immunisation - Hepatitis-B1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.15',Child immunisation - Hepatitis-B2,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.16',Child immunisation - Hepatitis-B3,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.1.17',Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,119,119,0,40,79,178,178,0,66,112,209,209,0,69,140,230,230,0,68,162,235,235,0,72,163,231,231,0,77,154,212,212,0,65,147,221,221,0,88,133,222,222,0,70,152,253,253,0,81,172,156,156,0,57,99,118,118,0,33,85,2384,2384,0,786,1598
Karaikal,'9.1.18',Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,125,125,0,43,82,151,151,0,43,108,158,158,0,50,108,198,198,0,70,128,167,167,0,54,113,194,194,0,57,137,253,253,0,86,167,192,192,0,66,126,162,162,0,52,110,239,239,0,96,143,218,218,0,82,136,179,179,0,54,125,2236,2236,0,753,1483
Karaikal,'9.1.19',Child immunisation - Rotavirus 1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,4,14,225,225,0,77,148,213,213,0,65,148,222,222,0,89,133,222,222,0,70,152,253,253,0,81,172,156,156,0,57,99,118,118,0,33,85,1427,1427,0,476,951
Karaikal,'9.1.20',Child immunisation - Rotavirus 2,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,59,59,0,22,37,212,212,0,79,133,181,181,0,58,123,213,213,0,86,127,262,262,0,104,158,208,208,0,71,137,147,147,0,40,107,1284,1284,0,460,824
Karaikal,'9.1.21',Child immunisation - Rotavirus 3,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,98,98,0,26,72,174,174,0,63,111,160,160,0,52,108,239,239,0,97,142,218,218,0,82,136,180,180,0,54,126,1079,1079,0,374,705
Karaikal,'9.2.1',Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,132,132,0,56,76,203,203,0,55,148,206,206,0,61,145,217,217,0,66,151,216,216,0,81,135,197,197,0,67,130,164,164,0,47,117,155,155,0,51,104,111,111,0,38,73,216,216,0,81,135,187,187,0,58,129,180,180,0,58,122,2184,2184,0,719,1465
Karaikal,'9.2.2',Child immunisation (9-11months) - Measles 1st dose,TOTAL,5,5,0,0,5,0,0,0,0,0,4,4,0,0,4,5,5,0,0,5,6,6,0,0,6,0,0,0,0,0,20,20,0,14,6,3,3,0,0,3,4,4,0,0,4,6,6,0,0,6,7,7,0,0,7,7,7,0,0,7,67,67,0,14,53
Karaikal,'9.2.3',Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.2.4.a',Children aged between 9 and 11 months fully immunized- Male,TOTAL,71,71,0,32,39,98,98,0,27,71,102,102,0,30,72,112,112,0,32,80,105,105,0,42,63,90,90,0,36,54,90,90,0,34,56,63,63,0,24,39,59,59,0,20,39,112,112,0,38,74,94,94,0,31,63,78,78,0,27,51,1074,1074,0,373,701
Karaikal,'9.2.4.b',Children aged between 9 and 11 months fully immunized - Female,TOTAL,55,55,0,24,31,79,79,0,28,51,104,104,0,31,73,105,105,0,34,71,111,111,0,39,72,89,89,0,31,58,72,72,0,27,45,64,64,0,20,44,49,49,0,18,31,104,104,0,43,61,93,93,0,27,66,94,94,0,31,63,1019,1019,0,353,666
Karaikal,'9.3.1',Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,0,0,0,0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,3,0,0,3,5,5,0,0,5,6,6,0,0,6,14,14,0,0,14,8,8,0,0,8,58,58,0,0,58
Karaikal,'9.3.2',Child immunisation - Measles-1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.3.3',Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.4.1',Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,119,119,0,37,82,200,200,0,60,140,208,208,0,73,135,202,202,0,71,131,147,147,0,44,103,154,154,0,56,98,153,153,0,51,102,145,145,0,50,95,190,190,0,77,113,187,187,0,60,127,207,207,0,73,134,158,158,0,52,106,2070,2070,0,704,1366
Karaikal,'9.4.2',Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,9,9,0,0,9,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,41,0,16,16,0,0,16,0,0,0,0,0,5,5,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,88,88,0,53,35
Karaikal,'9.4.3',Child immunisation - DPT 1st Booster,TOTAL,121,121,0,39,82,211,211,0,72,139,207,207,0,73,134,202,202,0,71,131,143,143,0,44,99,155,155,0,56,99,144,144,0,51,93,142,142,0,50,92,190,190,0,77,113,183,183,0,60,123,208,208,0,73,135,169,169,0,52,117,2075,2075,0,718,1357
Karaikal,'9.4.4',Child immunisation - OPV Booster,TOTAL,121,121,0,39,82,211,211,0,72,139,209,209,0,73,136,202,202,0,71,131,143,143,0,44,99,155,155,0,56,99,144,144,0,51,93,139,139,0,50,89,190,190,0,77,113,185,185,0,60,125,208,208,0,73,135,169,169,0,52,117,2076,2076,0,718,1358
Karaikal,'9.4.5',"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,11,11,0,0,11
Karaikal,'9.4.6',Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.5.1',Child immunisation - Typhoid,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.5.2',Children more than 5 years received DPT5 (2nd Booster),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,35,35,0,0,35,236,236,0,69,167,769,769,0,131,638,672,672,0,514,158,163,163,0,72,91,78,78,0,78,0,0,0,0,0,0,1959,1959,0,864,1095
Karaikal,'9.5.3',Children more than 10 years received TT10,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,44,44,0,0,44,278,278,0,77,201,771,771,0,230,541,743,743,0,581,162,185,185,0,16,169,71,71,0,71,0,0,0,0,0,0,2096,2096,0,975,1121
Karaikal,'9.5.4',Children more than 16 years received TT16,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,69,290,290,0,78,212,882,882,0,433,449,759,759,0,587,172,151,151,0,11,140,26,26,0,26,0,0,0,0,0,0,2177,2177,0,1135,1042
Karaikal,'9.6.1',Number of cases of AEFI - Abscess,TOTAL,8,8,0,4,4,12,12,0,2,10,10,10,0,3,7,11,11,0,2,9,9,9,0,2,7,7,7,0,3,4,5,5,0,2,3,5,5,0,3,2,4,4,0,2,2,3,3,0,3,0,2,2,0,2,0,3,3,0,2,1,79,79,0,30,49
Karaikal,'9.6.2',Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'9.6.3',Number of cases of AEFI - Others,TOTAL,55,55,0,5,50,49,49,0,4,45,60,60,0,5,55,65,65,0,5,60,69,69,0,0,69,47,47,0,0,47,48,48,0,3,45,53,53,0,0,53,59,59,0,0,59,77,77,0,5,72,66,66,0,0,66,52,52,0,0,52,700,700,0,27,673
Karaikal,'9.7.1',Immunisation sessions planned,TOTAL,116,113,3,15,101,141,137,4,18,123,120,120,0,12,108,128,128,0,13,115,121,121,0,13,108,133,131,2,18,115,134,134,0,13,121,130,130,0,12,118,128,128,0,16,112,127,127,0,17,110,134,134,0,20,114,143,143,0,20,123,1555,1546,9,187,1368
Karaikal,'9.7.2',Immunisation sessions held,TOTAL,108,105,3,13,95,140,136,4,18,122,120,120,0,12,108,127,127,0,13,114,115,115,0,12,103,131,129,2,17,114,133,133,0,13,120,128,128,0,12,116,127,127,0,15,112,115,115,0,13,102,134,134,0,20,114,122,122,0,19,103,1500,1491,9,177,1323
Karaikal,'9.7.3',Number of Immunisation sessions where ASHAs were present,TOTAL,53,53,0,3,50,79,79,0,5,74,76,76,0,4,72,73,73,0,4,69,67,67,0,4,63,77,77,0,4,73,89,89,0,5,84,82,82,0,4,78,82,82,0,4,78,69,69,0,4,65,76,76,0,4,72,68,68,0,3,65,891,891,0,48,843
Karaikal,'9.8.1',Child immunisation - Vitamin A Dose - 1,TOTAL,132,132,0,56,76,203,203,0,55,148,201,201,0,61,140,221,221,0,71,150,211,211,0,81,130,197,197,0,67,130,167,167,0,50,117,146,146,0,51,95,112,112,0,38,74,205,205,0,69,136,188,188,0,50,138,162,162,0,50,112,2145,2145,0,699,1446
Karaikal,'9.8.2',Child immunisation - Vitamin A Dose - 5,TOTAL,113,113,0,61,52,126,126,0,67,59,124,124,0,62,62,231,231,0,61,170,111,111,0,44,67,223,223,0,50,173,89,89,0,46,43,120,120,0,62,58,121,121,0,61,60,206,206,0,56,150,106,106,0,42,64,58,58,0,17,41,1628,1628,0,629,999
Karaikal,'9.8.3',Child immunisation - Vitamin A Dose - 9,TOTAL,124,124,0,58,66,94,94,0,47,47,97,97,0,47,50,247,247,0,47,200,98,98,0,41,57,262,262,0,56,206,75,75,0,31,44,127,127,0,62,65,119,119,0,55,64,190,190,0,44,146,63,63,0,31,32,32,32,0,22,10,1528,1528,0,541,987
Karaikal,'9.9',Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,751,751,NA,49,702,1099,1099,NA,359,740,1929,1929,NA,369,1560,1620,1620,NA,260,1360,1535,1535,NA,948,587,1320,1320,NA,750,570,1297,1297,NA,741,556,1271,1271,NA,926,345,1370,1370,NA,1027,343,915,915,NA,568,347,1023,1023,NA,568,455,1091,1091,NA,568,523,15221,15221,NA,7133,8088
Karaikal,'9.10',Number of children (12-59 months) provided Albendazole,TOTAL,3,3,0,0,3,15,15,0,15,0,3,3,0,3,0,0,0,0,0,0,5020,5020,0,772,4248,2,2,0,0,2,12,12,0,0,12,33,33,0,3,30,31,31,0,3,28,9,9,0,4,5,3362,3362,0,551,2811,15,15,0,0,15,8505,8505,0,1351,7154
Karaikal,'9.11',Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,26,26,0,1,25
Karaikal,'10.1',Childhood Diseases - Pneumonia,TOTAL,29,28,1,27,2,35,35,0,35,0,37,37,0,37,0,34,34,0,33,1,33,33,0,31,2,34,34,0,34,0,37,37,0,34,3,43,41,2,41,2,46,46,0,46,0,44,44,0,37,7,41,41,0,36,5,19,19,0,17,2,432,429,3,408,24
Karaikal,'10.2',Childhood Diseases - Asthma,TOTAL,1,0,1,1,0,2,2,0,0,2,11,11,0,0,11,14,14,0,0,14,15,15,0,0,15,19,19,0,0,19,10,10,0,0,10,22,19,3,3,19,16,16,0,0,16,13,13,0,0,13,13,13,0,0,13,5,5,0,0,5,141,137,4,4,137
Karaikal,'10.3',Childhood Diseases - Sepsis,TOTAL,4,4,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,1,8
Karaikal,'10.4',Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'10.5',Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'10.6',Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'10.7',Childhood Diseases - Tuberculosis (TB),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Karaikal,'10.8',Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'10.9',Childhood Diseases - Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karaikal,'10.10',Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,4,0,0,4
Karaikal,'10.11',Childhood Diseases - Diarrhoea,TOTAL,110,105,5,52,58,162,157,5,49,113,162,158,4,51,111,138,135,3,46,92,135,135,0,41,94,142,142,0,39,103,138,137,1,43,95,147,136,11,61,86,184,182,2,52,132,133,121,12,52,81,135,135,0,41,94,88,84,4,36,52,1674,1627,47,563,1111
Karaikal,'10.12',Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,22,22,0,0,22,27,27,0,0,27,54,50,4,4,50,28,25,3,3,25,100,100,0,0,100,23,23,0,0,23,2,2,0,0,2,10,9,1,1,9,35,33,2,2,33,26,14,12,12,14,17,12,5,5,12,12,11,1,1,11,356,328,28,28,328
